review_decision,corrected_label,corrected_text,notes,entity_id,sentence_id,package_id,document_number,label,text,start,end,confidence,source_probes,quality_flags,row_quality_flags,left_context,right_context,sentence_text
,,,,ent_899cf51e6ec4eb80,165_2024_nd_cp.dieu_54.khoan_2.diem_b.passage.s001,165_2024_NDCP,165/2024/ND-CP,PROCEDURE,"phương án sửa chữa, thay thế",59,87,0.9,entities_probe_2000,,,Trường hợp không bảo đảm chất lượng và an toàn thì phải có ,.,"Trường hợp không bảo đảm chất lượng và an toàn thì phải có phương án sửa chữa, thay thế."
,,,,ent_317db5497ea20291,165_2024_nd_cp.mau_so_02_mau_van_ban_chap_thuan_co_so_kinh_doanh_dao_tao_tham_tra_vien_an_toan_f60a50e6.field_so_ddinh_danh_ca_nhan_hoac_cccd_16.passage.s001,165_2024_NDCP,165/2024/ND-CP,VEHICLE_IDENTIFIER,Số định danh cá nhân (hoặc CCCD),0,32,1.0,entities_probe_2000,,,,: ..................................................................,Số định danh cá nhân (hoặc CCCD): ..................................................................
,,,,ent_c11ab54d059f969f,165_2024_nd_cp.mau_so_02_mau_giay_phep_su_dung_tam_thoi_long_duong_via_he_pho_vao_muc_dich_khac.text_18.passage.s001,165_2024_NDCP,165/2024/ND-CP,CONDITION,an toàn giao thông,72,90,1.0,entities_probe_2000,,,c) Trong thời gian tổ chức sự kiện phải thực hiện các biện pháp bảo đảm , theo phương án được chấp thuận;,c) Trong thời gian tổ chức sự kiện phải thực hiện các biện pháp bảo đảm an toàn giao thông theo phương án được chấp thuận;
,,,,ent_fca94d75ccf43c40,165_2024_nd_cp.mau_so_01_to_trinh_ve_viec_de_nghi_giao_ubnd_tinh_thanh_pho_truc_thuoc_trung_uon_a7960f56.field_uy_ban_nhan_dan_20.passage.s001,165_2024_NDCP,165/2024/ND-CP,AUTHORITY,Ủy ban nhân dân,0,15,1.0,entities_probe_2000,,,, .... có trách nhiệm thực hiện công tác quản lý quốc lộ được giao theo đúng quy định của p,Ủy ban nhân dân .... có trách nhiệm thực hiện công tác quản lý quốc lộ được giao theo đúng quy định của pháp luật và các nội dung sau:
,,,,ent_5b058effb56e2986,166_2024_nd_cp.mau_so_02_phoi_giay_chung_nhan_kiem_dinh_tem_kiem_dinh_mau_vang_cam_dung_cho_cac_xe_co_gioi_khac.form_title_1.passage.s001,166_2024_NDCP,166/2024/ND-CP,VEHICLE_TYPE,các xe cơ giới khác,79,98,0.5,entities_probe_2000,,,"Mẫu số 02: Phôi giấy chứng nhận kiểm định, tem kiểm định màu vàng cam dùng cho ",,"Mẫu số 02: Phôi giấy chứng nhận kiểm định, tem kiểm định màu vàng cam dùng cho các xe cơ giới khác"
,,,,ent_aeec7868b223552a,166_2024_nd_cp.phu_luc_v_mau_de_nghi_cung_cap_phoi_giay_chung_nhan_kiem_dinh_tem_kiem_dinh.table_2.passage.s001,166_2024_NDCP,166/2024/ND-CP,VEHICLE_TYPE,xe cơ giới,97,107,0.5,entities_probe_2000,,table_like_sentence,"ại phôi | Số lượng | Ghi chú 4 1 | Phôi giấy chứng nhận kiểm định, tem kiểm định dùng cho "," (sử dụng năng lượng sạch, năng lượng xanh, thân thiện môi trường) 2 | Phôi giấy chứng nhậ","TT | Loại phôi | Số lượng | Ghi chú 4 1 | Phôi giấy chứng nhận kiểm định, tem kiểm định dùng cho xe cơ giới (sử dụng năng lượng sạch, năng lượng xanh, thân thiện môi trường) 2 | Phôi giấy chứng nhận kiểm định, tem kiểm định dùng cho xe cơ giới 3 | Phôi giấy chứng nhận kiểm định, tem kiểm định dùng cho xe máy chuyên dùng ..."
,,,,ent_a8e2dd92464c66a6,166_2024_nd_cp.phu_luc_v_mau_de_nghi_cung_cap_phoi_giay_chung_nhan_kiem_dinh_tem_kiem_dinh.table_2.passage.s001,166_2024_NDCP,166/2024/ND-CP,VEHICLE_TYPE,xe máy chuyên dùng,303,321,0.5,entities_probe_2000,,table_like_sentence," kiểm định dùng cho xe cơ giới 3 | Phôi giấy chứng nhận kiểm định, tem kiểm định dùng cho ", ...,"TT | Loại phôi | Số lượng | Ghi chú 4 1 | Phôi giấy chứng nhận kiểm định, tem kiểm định dùng cho xe cơ giới (sử dụng năng lượng sạch, năng lượng xanh, thân thiện môi trường) 2 | Phôi giấy chứng nhận kiểm định, tem kiểm định dùng cho xe cơ giới 3 | Phôi giấy chứng nhận kiểm định, tem kiểm định dùng cho xe máy chuyên dùng ..."
,,,,ent_570eebd6b178abe0,168_2024_nd_cp.dieu_1.khoan_1.diem_a.passage.s001,168_2024_NDCP,168/2024/ND-CP,VIOLATION_OR_BEHAVIOR,hành vi vi phạm hành chính,102,128,0.9,entities_large_probe,,,"hạm hành chính về trật tự, an toàn giao thông trong lĩnh vực giao thông đường bộ bao gồm: ",;,"Xử phạt vi phạm hành chính về trật tự, an toàn giao thông trong lĩnh vực giao thông đường bộ bao gồm: hành vi vi phạm hành chính;"
,,,,ent_2948d5c133362cd1,168_2024_nd_cp.dieu_1.khoan_1.diem_b.passage.s001,168_2024_NDCP,168/2024/ND-CP,SANCTION,Mức trừ điểm giấy phép lái xe,0,29,0.9,entities_large_probe;entities_diverse_probe,overlap_conflict,overlap_conflict,, đối với từng hành vi vi phạm hành chính;,Mức trừ điểm giấy phép lái xe đối với từng hành vi vi phạm hành chính;
,,,,ent_ab2c9a0acd6d6e55,168_2024_nd_cp.dieu_1.khoan_1.diem_b.passage.s001,168_2024_NDCP,168/2024/ND-CP,DOCUMENT_OR_PERMIT,giấy phép lái xe,13,29,0.9,entities_large_probe;entities_diverse_probe,overlap_conflict,overlap_conflict,Mức trừ điểm , đối với từng hành vi vi phạm hành chính;,Mức trừ điểm giấy phép lái xe đối với từng hành vi vi phạm hành chính;
,,,,ent_a906e2372ce0e735,168_2024_nd_cp.dieu_1.khoan_1.diem_b.passage.s001,168_2024_NDCP,168/2024/ND-CP,VIOLATION_OR_BEHAVIOR,hành vi vi phạm hành chính,43,69,0.9,entities_diverse_probe,,overlap_conflict,Mức trừ điểm giấy phép lái xe đối với từng ,;,Mức trừ điểm giấy phép lái xe đối với từng hành vi vi phạm hành chính;
,,,,ent_d4e4065513352024,168_2024_nd_cp.dieu_10.khoan_1.diem_b.passage.s001,168_2024_NDCP,168/2024/ND-CP,TRAFFIC_SIGNAL_OR_SIGN,đèn tín hiệu,43,55,0.9,entities_large_probe,,,Không chấp hành hiệu lệnh hoặc chỉ dẫn của ,", biển báo hiệu, vạch kẻ đường, trừ hành vi vi phạm quy định tại điểm a khoản 2 Điều này;","Không chấp hành hiệu lệnh hoặc chỉ dẫn của đèn tín hiệu, biển báo hiệu, vạch kẻ đường, trừ hành vi vi phạm quy định tại điểm a khoản 2 Điều này;"
,,,,ent_7fdb7581be3cdf1b,168_2024_nd_cp.dieu_10.khoan_1.diem_b.passage.s001,168_2024_NDCP,168/2024/ND-CP,TRAFFIC_SIGNAL_OR_SIGN,biển báo hiệu,57,70,0.9,entities_large_probe,,,"Không chấp hành hiệu lệnh hoặc chỉ dẫn của đèn tín hiệu, ",", vạch kẻ đường, trừ hành vi vi phạm quy định tại điểm a khoản 2 Điều này;","Không chấp hành hiệu lệnh hoặc chỉ dẫn của đèn tín hiệu, biển báo hiệu, vạch kẻ đường, trừ hành vi vi phạm quy định tại điểm a khoản 2 Điều này;"
,,,,ent_2c8bf50c5348d228,168_2024_nd_cp.dieu_10.khoan_1.diem_b.passage.s001,168_2024_NDCP,168/2024/ND-CP,TRAFFIC_SIGNAL_OR_SIGN,vạch kẻ đường,72,85,0.9,entities_large_probe,,,"Không chấp hành hiệu lệnh hoặc chỉ dẫn của đèn tín hiệu, biển báo hiệu, ",", trừ hành vi vi phạm quy định tại điểm a khoản 2 Điều này;","Không chấp hành hiệu lệnh hoặc chỉ dẫn của đèn tín hiệu, biển báo hiệu, vạch kẻ đường, trừ hành vi vi phạm quy định tại điểm a khoản 2 Điều này;"
,,,,ent_7f1c348abb21d2d6,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,PROCEDURE,đấu giá biển số xe,109,127,0.95,entities_large_probe,,,"ịnh chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về ",", bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ ","Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_136d24c38e2f2829,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,VEHICLE_IDENTIFIER,biển số xe đưa ra đấu giá,137,162,0.9,entities_large_probe,,," 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm ",", giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình t","Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_1381be6e573a3c96,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,giá khởi điểm,164,177,0.9,entities_large_probe,,,"àn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, ",", tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu ","Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_b51773c0841568f6,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,tiền đặt trước,179,193,0.9,entities_large_probe,,,"ường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, ",", bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, ","Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_1bfc449893ba24b6,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,bước giá,195,203,0.9,entities_large_probe,,," về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, ",", tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và n","Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_b95085754a2dee79,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,tiền bán hồ sơ,205,219,0.9,entities_large_probe,,,"á biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, ",", hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của ngườ","Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_e50f90523c3cf46d,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,PROCEDURE,phương thức,232,243,0.9,entities_large_probe,,,"số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, ",", trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số ","Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_d933869b89ccdbe7,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,PROCEDURE,"trình tự, thủ tục đấu giá biển số xe",245,281,0.9,entities_large_probe,,,"đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, ",", quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, ho","Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_dfebbf709974cfd6,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,CONDITION,quyền và nghĩa vụ của người trúng đấu giá biển số xe,283,335,0.9,entities_large_probe,,,", bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, ",", thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá.","Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_03c82f6ed83eda02,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,PROCEDURE,"thu, nộp, xử lý tiền đặt trước",337,367,0.9,entities_large_probe,,,"ình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, ",", hoàn tiền trúng đấu giá.","Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_b030f78c3222b6e3,156_2024_nd_cp.dieu_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,hoàn tiền trúng đấu giá,369,392,0.9,entities_large_probe,,,"xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, ",.,"Nghị định này quy định chi tiết Điều 37 và Điều 38 của Luật Trật tự, an toàn giao thông đường bộ năm 2024 về đấu giá biển số xe, bao gồm biển số xe đưa ra đấu giá, giá khởi điểm, tiền đặt trước, bước giá, tiền bán hồ sơ, hình thức, phương thức, trình tự, thủ tục đấu giá biển số xe, quyền và nghĩa vụ của người trúng đấu giá biển số xe, thu, nộp, xử lý tiền đặt trước, hoàn tiền trúng đấu giá."
,,,,ent_ccb447b4c3edd2e8,156_2024_nd_cp.dieu_10.khoan_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,AUTHORITY,Bộ Công an,0,10,1.0,entities_diverse_probe,,overlap_conflict,, ký hợp đồng dịch vụ đấu giá biển số xe với tổ chức hành nghề đấu giá tài sản để thực hiện,Bộ Công an ký hợp đồng dịch vụ đấu giá biển số xe với tổ chức hành nghề đấu giá tài sản để thực hiện đấu giá biển số xe.
,,,,ent_09fb8632494332bf,156_2024_nd_cp.dieu_10.khoan_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,PROCEDURE,hợp đồng dịch vụ đấu giá biển số xe,14,49,0.95,entities_large_probe,overlap_conflict,overlap_conflict,Bộ Công an ký , với tổ chức hành nghề đấu giá tài sản để thực hiện đấu giá biển số xe.,Bộ Công an ký hợp đồng dịch vụ đấu giá biển số xe với tổ chức hành nghề đấu giá tài sản để thực hiện đấu giá biển số xe.
,,,,ent_ef9d574cc2b468a3,156_2024_nd_cp.dieu_10.khoan_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,PROCEDURE,đấu giá biển số xe,31,49,1.0,entities_large_probe;entities_diverse_probe,overlap_conflict,overlap_conflict,Bộ Công an ký hợp đồng dịch vụ , với tổ chức hành nghề đấu giá tài sản để thực hiện đấu giá biển số xe.,Bộ Công an ký hợp đồng dịch vụ đấu giá biển số xe với tổ chức hành nghề đấu giá tài sản để thực hiện đấu giá biển số xe.
,,,,ent_2d019bd64547544b,156_2024_nd_cp.dieu_10.khoan_1.text_1.passage.s001,156_2024_NDCP,156/2024/ND-CP,REGULATED_SUBJECT,tổ chức hành nghề đấu giá tài sản,54,87,1.0,entities_large_probe;entities_diverse_probe,,overlap_conflict,Bộ Công an ký hợp đồng dịch vụ đấu giá biển số xe với , để thực hiện đấu giá biển số xe.,Bộ Công an ký hợp đồng dịch vụ đấu giá biển số xe với tổ chức hành nghề đấu giá tài sản để thực hiện đấu giá biển số xe.
,,,,ent_10513341615b309b,156_2024_nd_cp.dieu_10.khoan_2.diem_a.passage.s001,156_2024_NDCP,156/2024/ND-CP,VEHICLE_IDENTIFIER,biển số xe,12,22,1.0,entities_diverse_probe,,,Đối với mỗi ," đấu giá thành, giá dịch vụ đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản được ","Đối với mỗi biển số xe đấu giá thành, giá dịch vụ đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản được tính bằng 8% giá khởi điểm quy định tại khoản 1 và khoản 2 Điều 6 Nghị định này, chưa bao gồm thuế giá trị gia tăng và chi phí đấu giá;"
,,,,ent_97c921608902b9ca,156_2024_nd_cp.dieu_10.khoan_2.diem_a.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,giá dịch vụ đấu giá,38,57,1.0,entities_large_probe;entities_diverse_probe,,,"Đối với mỗi biển số xe đấu giá thành, ", thanh toán cho tổ chức hành nghề đấu giá tài sản được tính bằng 8% giá khởi điểm quy định,"Đối với mỗi biển số xe đấu giá thành, giá dịch vụ đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản được tính bằng 8% giá khởi điểm quy định tại khoản 1 và khoản 2 Điều 6 Nghị định này, chưa bao gồm thuế giá trị gia tăng và chi phí đấu giá;"
,,,,ent_b90410a2b7a7225e,156_2024_nd_cp.dieu_10.khoan_2.diem_a.passage.s001,156_2024_NDCP,156/2024/ND-CP,REGULATED_SUBJECT,tổ chức hành nghề đấu giá tài sản,73,106,1.0,entities_diverse_probe,,,"Đối với mỗi biển số xe đấu giá thành, giá dịch vụ đấu giá thanh toán cho "," được tính bằng 8% giá khởi điểm quy định tại khoản 1 và khoản 2 Điều 6 Nghị định này, chư","Đối với mỗi biển số xe đấu giá thành, giá dịch vụ đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản được tính bằng 8% giá khởi điểm quy định tại khoản 1 và khoản 2 Điều 6 Nghị định này, chưa bao gồm thuế giá trị gia tăng và chi phí đấu giá;"
,,,,ent_e74b1c3730792d55,156_2024_nd_cp.dieu_10.khoan_2.diem_a.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,giá khởi điểm,125,138,1.0,entities_large_probe;entities_diverse_probe,,,"h, giá dịch vụ đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản được tính bằng 8% "," quy định tại khoản 1 và khoản 2 Điều 6 Nghị định này, chưa bao gồm thuế giá trị gia tăng ","Đối với mỗi biển số xe đấu giá thành, giá dịch vụ đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản được tính bằng 8% giá khởi điểm quy định tại khoản 1 và khoản 2 Điều 6 Nghị định này, chưa bao gồm thuế giá trị gia tăng và chi phí đấu giá;"
,,,,ent_90e0d31d0c596658,156_2024_nd_cp.dieu_10.khoan_2.diem_a.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,thuế giá trị gia tăng,206,227,1.0,entities_large_probe;entities_diverse_probe,,," bằng 8% giá khởi điểm quy định tại khoản 1 và khoản 2 Điều 6 Nghị định này, chưa bao gồm ", và chi phí đấu giá;,"Đối với mỗi biển số xe đấu giá thành, giá dịch vụ đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản được tính bằng 8% giá khởi điểm quy định tại khoản 1 và khoản 2 Điều 6 Nghị định này, chưa bao gồm thuế giá trị gia tăng và chi phí đấu giá;"
,,,,ent_8cdf9179a72ba3ee,156_2024_nd_cp.dieu_10.khoan_2.diem_a.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,chi phí đấu giá,231,246,1.0,entities_large_probe;entities_diverse_probe,,,"y định tại khoản 1 và khoản 2 Điều 6 Nghị định này, chưa bao gồm thuế giá trị gia tăng và ",;,"Đối với mỗi biển số xe đấu giá thành, giá dịch vụ đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản được tính bằng 8% giá khởi điểm quy định tại khoản 1 và khoản 2 Điều 6 Nghị định này, chưa bao gồm thuế giá trị gia tăng và chi phí đấu giá;"
,,,,ent_049fbbddcfbb8b15,156_2024_nd_cp.dieu_10.khoan_2.diem_b.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,Chi phí đấu giá,0,15,1.0,entities_large_probe;entities_diverse_probe,,,, thanh toán cho tổ chức hành nghề đấu giá tài sản là 10 (mười) nghìn đồng trên một biển số,"Chi phí đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản là 10 (mười) nghìn đồng trên một biển số xe ô tô đưa ra đấu giá và 2 (hai) nghìn đồng trên một biển số xe mô tô, xe gắn máy đưa ra đấu giá."
,,,,ent_309e5f6c30819aa5,156_2024_nd_cp.dieu_10.khoan_2.diem_b.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,10 (mười) nghìn đồng,68,88,1.0,entities_large_probe;entities_diverse_probe,,,Chi phí đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản là ," trên một biển số xe ô tô đưa ra đấu giá và 2 (hai) nghìn đồng trên một biển số xe mô tô, ","Chi phí đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản là 10 (mười) nghìn đồng trên một biển số xe ô tô đưa ra đấu giá và 2 (hai) nghìn đồng trên một biển số xe mô tô, xe gắn máy đưa ra đấu giá."
,,,,ent_7f0e9567d8153251,156_2024_nd_cp.dieu_10.khoan_2.diem_b.passage.s001,156_2024_NDCP,156/2024/ND-CP,VEHICLE_IDENTIFIER,biển số xe ô tô,98,113,1.0,entities_large_probe;entities_diverse_probe,,,đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản là 10 (mười) nghìn đồng trên một ," đưa ra đấu giá và 2 (hai) nghìn đồng trên một biển số xe mô tô, xe gắn máy đưa ra đấu giá","Chi phí đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản là 10 (mười) nghìn đồng trên một biển số xe ô tô đưa ra đấu giá và 2 (hai) nghìn đồng trên một biển số xe mô tô, xe gắn máy đưa ra đấu giá."
,,,,ent_016895c4f0b4e7bb,156_2024_nd_cp.dieu_10.khoan_2.diem_b.passage.s001,156_2024_NDCP,156/2024/ND-CP,PROCEDURE,đưa ra đấu giá,114,128,0.9,entities_large_probe,,,án cho tổ chức hành nghề đấu giá tài sản là 10 (mười) nghìn đồng trên một biển số xe ô tô ," và 2 (hai) nghìn đồng trên một biển số xe mô tô, xe gắn máy đưa ra đấu giá.","Chi phí đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản là 10 (mười) nghìn đồng trên một biển số xe ô tô đưa ra đấu giá và 2 (hai) nghìn đồng trên một biển số xe mô tô, xe gắn máy đưa ra đấu giá."
,,,,ent_e3687615bb2a1c50,156_2024_nd_cp.dieu_10.khoan_2.diem_b.passage.s001,156_2024_NDCP,156/2024/ND-CP,FEE_OR_PAYMENT,2 (hai) nghìn đồng,132,150,1.0,entities_diverse_probe,,,h nghề đấu giá tài sản là 10 (mười) nghìn đồng trên một biển số xe ô tô đưa ra đấu giá và ," trên một biển số xe mô tô, xe gắn máy đưa ra đấu giá.","Chi phí đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản là 10 (mười) nghìn đồng trên một biển số xe ô tô đưa ra đấu giá và 2 (hai) nghìn đồng trên một biển số xe mô tô, xe gắn máy đưa ra đấu giá."
,,,,ent_69ee6fb6c44c9581,156_2024_nd_cp.dieu_10.khoan_2.diem_b.passage.s001,156_2024_NDCP,156/2024/ND-CP,VEHICLE_IDENTIFIER,"biển số xe mô tô, xe gắn máy",160,188,1.0,entities_large_probe;entities_diverse_probe,,, (mười) nghìn đồng trên một biển số xe ô tô đưa ra đấu giá và 2 (hai) nghìn đồng trên một , đưa ra đấu giá.,"Chi phí đấu giá thanh toán cho tổ chức hành nghề đấu giá tài sản là 10 (mười) nghìn đồng trên một biển số xe ô tô đưa ra đấu giá và 2 (hai) nghìn đồng trên một biển số xe mô tô, xe gắn máy đưa ra đấu giá."
,,,,ent_207efdb2d1fbd9a4,35_2024_qh15.dieu_10.khoan_1.passage.s001,35_2024_QH15,35/2024/QH15,TECHNICAL_REQUIREMENT,Cấp kỹ thuật của đường bộ,0,25,0.9,entities_diverse_probe,,,, phải được xác định trong dự án đầu tư xây dựng đường bộ.,Cấp kỹ thuật của đường bộ phải được xác định trong dự án đầu tư xây dựng đường bộ.
